# totalCases dailyCases dailyDeceased dailyCasesNormalized dailyDeceasedNormalized Population totalDeceased
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
3 0.428571428571429 0 4.9643162466036e-08 7.09188035229086e-09 0 0
3 0.428571428571429 0 4.9643162466036e-08 7.09188035229086e-09 0 0
3 0.428571428571429 0 4.9643162466036e-08 7.09188035229086e-09 0 0
3 0.428571428571429 0 4.9643162466036e-08 7.09188035229086e-09 0 0
3 0.428571428571429 0 4.9643162466036e-08 7.09188035229086e-09 0 0
3 0.428571428571429 0 4.9643162466036e-08 7.09188035229086e-09 0 0
3 0.428571428571429 0 4.9643162466036e-08 7.09188035229086e-09 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
3 0 0 4.9643162466036e-08 0 0 0
17 2 0 2.81311253974204e-07 3.3095441644024e-08 0 0
79 10.8571428571429 0.285714285714286 1.30726994493895e-06 1.79660968924702e-07 4.72792023486057e-09 2
132 18.4285714285714 0.285714285714286 2.18429914850558e-06 3.04950855148507e-07 4.72792023486057e-09 2
229 32.2857142857143 0.857142857142857 3.78942806824075e-06 5.34254986539245e-07 1.41837607045817e-08 6
322 45.5714285714286 1.57142857142857 5.32836610468786e-06 7.54103277460261e-07 2.60035612917331e-08 11
400 56.7142857142857 1.71428571428571 6.6190883288048e-06 9.38492166619824e-07 2.83675214091634e-08 12
650 92.4285714285714 2.42857142857143 1.07560185343078e-05 1.5294821959774e-06 4.01873219963149e-08 17
888 124.428571428571 3 1.46943760899467e-05 2.05900926228178e-06 4.9643162466036e-08 21
1128 149.857142857143 3.85714285714286 1.86658290872295e-05 2.47979416318437e-06 6.38269231706177e-08 29
1689 222.428571428571 4.71428571428571 2.79491004683783e-05 3.68068590283896e-06 7.80106838751995e-08 35
2036 258.142857142857 6.57142857142857 3.36911595936164e-05 4.27167593219653e-06 1.08742165401793e-07 52
2502 311.428571428571 9.85714285714286 4.1402397496674e-05 5.15343305599802e-06 1.6311324810269e-07 80
3089 384.142857142857 13.5714285714286 5.11159096191951e-05 6.35668875577004e-06 2.24576211155877e-07 107
3858 458.285714285714 18.7142857142857 6.38411069313223e-05 7.58358405671636e-06 3.09678775383367e-07 148
4636 535.428571428571 25.1428571428571 7.67152337308477e-05 8.86012252012871e-06 4.1605698066773e-07 197
5883 679.285714285714 29.1428571428571 9.73502415958966e-05 1.1240630358381e-05 4.82247863955778e-07 233
7375 812.285714285714 47.2857142857143 0.000122039441062339 1.34414772277086e-05 7.82470798869425e-07 366
9172 1019.42857142857 58.8571428571429 0.000151775695379494 1.68692193979825e-05 9.73951568381278e-07 464
10149 1092.42857142857 78.7142857142857 0.0001679428186226 1.80772030179894e-05 1.30254202470409e-06 631
12462 1339 102.857142857143 0.000206217696883914 2.21573981806741e-05 1.70205128454981e-06 827
15113 1607.85714285714 124 0.000250085704783067 2.66063711216779e-05 2.05191738192949e-06 1016
17660 1860.57142857143 153 0.000292232749716732 3.0788216569412e-05 2.53180128576784e-06 1268
21157 2182 172.571428571429 0.000350100129431308 3.61071268336302e-05 2.85566382185579e-06 1441
23980 2372.14285714286 206.428571428571 0.000396814345311848 3.92535577499299e-05 3.41592236968676e-06 1811
27980 2686.85714285714 242 0.000463005228599896 4.44613618886288e-05 4.0045484389269e-06 2158
31506 3051 267.714285714286 0.00052135249221831 5.04870962279586e-05 4.43006126006436e-06 2505
35713 3321.57142857143 307.285714285714 0.000590968753716515 5.49644366903716e-05 5.08487821259255e-06 2978
41035 3703.14285714286 341.571428571429 0.000679035723931263 6.12785741640279e-05 5.65222864077581e-06 3407
47021 4194.42857142857 394.857142857143 0.000778090380771826 6.94082330078706e-05 6.53398576457731e-06 4032
53578 4631.57142857143 483.714285714286 0.000886593786201759 7.66419509672073e-05 8.00436895761895e-06 4827
59138 5022.57142857143 523.571428571429 0.000978599113972146 8.3112109808614e-05 8.663913830382e-06 5476
63927 5135.28571428571 559.857142857143 0.00105784614898876 8.49772743412665e-05 9.26435970020929e-06 6077
69176 5381.42857142857 616.428571428571 0.0011447051355835 8.90503776235989e-05 1.02004879067117e-05 6820
74386 5524.71428571429 646.714285714286 0.00123091876106618 9.14214296213815e-05 1.07016474516069e-05 7505
80539 5643.42857142857 679.714285714286 0.00133273688728402 9.3385880478966e-05 1.12477222387333e-05 8165
86498 5639.57142857143 729.142857142857 0.00143134475566239 9.33220535557954e-05 1.20656524393642e-05 9136
92472 5556.28571428571 742.285714285714 0.00153020083985309 9.19438648073336e-05 1.22831367701678e-05 10023
97689 5507.28571428571 757.857142857143 0.00161653029938153 9.1133026487055e-05 1.25408084229677e-05 10781
101739 5401.71428571429 787.714285714286 0.00168354856871068 8.9386059960274e-05 1.30348760875106e-05 11591
105792 5230.85714285714 801.428571428571 0.00175061648120229 8.65587636598274e-05 1.32618162587839e-05 12430
110574 5169.71428571429 807.428571428571 0.00182974768217316 8.55469887295672e-05 1.3361102583716e-05 13157
115242 4957.57142857143 821.714285714286 0.00190699244297031 8.20365079551832e-05 1.3597498595459e-05 13917
119827 4761.28571428571 792.142857142857 0.00198286374293923 7.8788426753834e-05 1.31081588511509e-05 14681
124632 4594.28571428571 762.714285714286 0.002062375541489 7.6024957376558e-05 1.26211830669603e-05 15362
128948 4465.57142857143 729.714285714286 0.0021337955045568 7.38950293107533e-05 1.20751082798339e-05 15889
132547 4401.14285714286 704.857142857143 0.00219335075179523 7.28288832977923e-05 1.1663779219401e-05 16525
135586 4256.28571428571 671.285714285714 0.00224363927537332 7.0431827738718e-05 1.11082485918049e-05 17129
139422 4121.14285714286 644.571428571429 0.00230711633244656 6.81955214676289e-05 1.06661880498455e-05 17669
143626 4054.85714285714 623.428571428571 0.0023766829507823 6.70986439731412e-05 1.03163219524658e-05 18281
147577 3964.28571428571 595.714285714286 0.00244206299575007 6.55998932586904e-05 9.85771368968429e-06 18851
152271 3948.42857142857 586.857142857143 0.00251973799728859 6.53374936856557e-05 9.71114816240362e-06 19470
